Basho,All,All Japanese,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Awa,Chikuzen,Dewa,Echigo,Edo,Esshu,Etchu,Harima,Hizen,Hoki,Iburi,Ishikari,Izu,Kaga,Kawachi,Kyushu,Musashi,Mutsu,Nanbu,Odawara,Osaka (old),Oshu,Owari,Rikuchu,Sachalin,Sagami,Sattsu,Sendai,Sesshu,Shimousa,Shinano,Shiribe,Tosa,Ugo,All Foreigners,Argentina,Brazil,Bulgaria,Canada,China,Czech,Egypt,Estonia,Georgia,Great Britain,Hong Kong,Hungary,Indonesia,Kazakhstan,Korea,Mongolia,Paraguay,Philippines,Russia,Sri Lanka,Taiwan,Tonga,U.S.A.,Ukraine,Western Samoa
1861.02,45-45-,45-45-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,3-3-38,1-1-39,0-0-40,0-0-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861.10,52-52-,52-52-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,0-0-17,2-2-18,1-1-19,,3-3-21,0-0-22,2-2-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,3-3-29,0-0-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,2-2-38,1-1-39,1-1-40,0-0-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862.03,48-48-,48-48-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,3-3-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,3-3-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,1-1-39,1-1-40,0-0-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862.11,46-46-,46-46-201,1-1-1,0-0-2,0-0-3,1-1-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,3-3-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,2-2-38,1-1-39,0-0-40,0-0-41,0-0-42,0-0-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,1-1-97,,,,,,,,,,,,,,,,,,,,,,,,,1-1-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863.07,43-43-,43-43-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,3-3-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,1-1-39,1-1-40,0-0-41,0-0-42,0-0-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863.11,45-45-,45-45-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,2-2-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,1-1-39,1-1-40,0-0-41,0-0-42,0-0-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864.04,48-48-,48-48-201,3-3-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,2-2-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,0-0-37,1-1-38,1-1-39,1-1-40,1-1-41,0-0-42,0-0-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864.10,46-46-,46-46-201,2-2-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,2-2-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,1-1-40,0-0-41,0-0-42,0-0-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865.02,49-49-,49-49-201,3-3-1,0-0-2,0-0-3,5-5-4,1-1-5,1-1-6,5-5-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865.11,47-47-,47-47-201,3-3-1,0-0-2,0-0-3,5-5-4,1-1-5,1-1-6,4-4-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,1-1-15,0-0-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866.03,44-44-,44-44-201,2-2-1,0-0-2,0-0-3,6-6-4,1-1-5,1-1-6,3-3-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,1-1-15,0-0-16,0-0-17,2-2-18,0-0-19,,2-2-21,0-0-22,1-1-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866.11,45-45-,45-45-201,3-3-1,0-0-2,0-0-3,6-6-4,1-1-5,0-0-6,3-3-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,1-1-15,0-0-16,0-0-17,2-2-18,0-0-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867.04,47-47-,47-47-201,3-3-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,4-4-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,1-1-15,0-0-16,0-0-17,2-2-18,0-0-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,0-0-26,1-1-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867.11,46-46-,46-46-201,2-2-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,3-3-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,1-1-15,0-0-16,0-0-17,2-2-18,0-0-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,1-1-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868.06,44-44-,44-44-201,1-1-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,1-1-15,0-0-16,0-0-17,0-0-18,0-0-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,2-2-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868.11,44-44-,44-44-201,1-1-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,1-1-18,0-0-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869.04,40-40-,40-40-201,1-1-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,1-1-18,0-0-19,,1-1-21,0-0-22,2-2-23,0-0-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,0-0-42,0-0-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869.11,40-40-,40-40-201,1-1-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,1-1-18,0-0-19,,1-1-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,2-2-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870.04,41-41-,41-41-201,1-1-1,0-0-2,0-0-3,8-8-4,0-0-5,0-0-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,0-0-18,0-0-19,,0-0-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,2-2-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870.11,40-40-,40-40-201,3-3-1,0-0-2,0-0-3,8-8-4,0-0-5,0-0-6,1-1-7,1-1-8,1-1-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,0-0-18,0-0-19,,0-0-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,0-0-35,0-0-36,0-0-37,0-0-38,1-1-39,2-2-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871.03,41-41-,41-41-201,3-3-1,0-0-2,0-0-3,8-8-4,0-0-5,0-0-6,0-0-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,2-2-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871.11,41-41-,41-41-201,3-3-1,0-0-2,0-0-3,8-8-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,0-0-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,2-2-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872.04,43-43-,43-43-201,3-3-1,0-0-2,0-0-3,8-8-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,0-0-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872.11,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873.04,40-40-,40-40-201,1-1-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873.12,41-41-,41-41-201,2-2-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,0-0-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874.03,41-41-,41-41-201,2-2-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,2-2-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,1-1-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874.12,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,3-3-14,2-2-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875.04,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,7-7-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,3-3-14,2-2-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,1-1-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876.01,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,0-0-11,0-0-12,0-0-13,3-3-14,2-2-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876.04,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,3-3-14,1-1-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,1-1-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877.01,40-40-,40-40-201,2-2-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,3-3-14,1-1-15,0-0-16,1-1-17,0-0-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877.06,40-40-,40-40-201,2-2-1,0-0-2,0-0-3,6-6-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,3-3-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877.12,41-41-,41-41-201,1-1-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,3-3-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,0-0-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878.06,42-42-,42-42-201,1-1-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,4-4-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,2-2-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,0-0-38,1-1-39,1-1-40,1-1-41,0-0-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879.01,43-43-,43-43-201,1-1-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,0-0-13,4-4-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,2-2-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,1-1-38,1-1-39,1-1-40,1-1-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879.06,44-44-,44-44-201,1-1-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,1-1-13,4-4-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,2-2-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,1-1-38,1-1-39,1-1-40,1-1-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880.01,42-42-,42-42-201,2-2-1,0-0-2,0-0-3,5-5-4,0-0-5,0-0-6,1-1-7,1-1-8,0-0-9,1-1-10,1-1-11,0-0-12,1-1-13,3-3-14,1-1-15,0-0-16,1-1-17,1-1-18,2-2-19,,0-0-21,0-0-22,1-1-23,1-1-24,0-0-25,0-0-26,0-0-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,0-0-37,1-1-38,1-1-39,0-0-40,1-1-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
