Basho,All,All Japanese,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Awa,Chikuzen,Dewa,Echigo,Edo,Esshu,Etchu,Harima,Hizen,Hoki,Iburi,Ishikari,Izu,Kaga,Kawachi,Kyushu,Musashi,Mutsu,Nanbu,Odawara,Osaka (old),Oshu,Owari,Rikuchu,Sachalin,Sagami,Sattsu,Sendai,Sesshu,Shimousa,Shinano,Shiribe,Tosa,Ugo,All Foreigners,Argentina,Brazil,Bulgaria,Canada,China,Czech,Egypt,Estonia,Georgia,Great Britain,Hong Kong,Hungary,Indonesia,Kazakhstan,Korea,Mongolia,Paraguay,Philippines,Russia,Sri Lanka,Taiwan,Tonga,U.S.A.,Ukraine,Western Samoa
1971.09,612-60-,606-59-201,28-4-1,25-1-2,38-4-3,16-0-4,9-0-5,7-1-6,26-2-7,6-1-8,4-0-9,6-0-10,4-0-11,89-13-12,12-2-13,6-1-14,8-2-15,11-1-16,3-0-17,17-3-18,15-0-19,8-0-20,15-5-21,8-1-22,7-1-23,18-1-24,7-1-25,4-1-26,14-0-27,2-0-28,11-2-29,8-0-30,2-0-31,1-1-32,28-2-33,14-1-34,9-1-35,3-0-36,4-0-37,6-0-38,11-0-39,1-0-40,45-2-41,1-1-42,8-0-43,2-0-44,14-1-45,6-2-46,8-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1-202,,0-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,1-0-64,,2-1-66,,
1971.11,610-60-,606-59-201,27-3-1,25-1-2,38-5-3,18-0-4,7-0-5,7-1-6,25-2-7,6-1-8,3-1-9,7-0-10,5-0-11,94-13-12,11-2-13,6-1-14,6-2-15,12-2-16,4-0-17,18-3-18,16-0-19,8-0-20,15-4-21,8-1-22,8-1-23,18-1-24,7-1-25,4-1-26,13-0-27,2-0-28,11-2-29,7-0-30,2-0-31,1-1-32,28-1-33,14-1-34,9-1-35,3-0-36,3-0-37,6-0-38,12-0-39,2-0-40,43-2-41,1-1-42,8-0-43,2-0-44,14-1-45,6-2-46,8-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,1-0-64,,1-1-66,,
1972.01,611-61-,607-60-201,27-3-1,25-1-2,37-5-3,18-0-4,7-0-5,7-1-6,26-2-7,6-1-8,3-1-9,7-0-10,5-0-11,90-13-12,11-2-13,6-1-14,6-2-15,10-2-16,4-0-17,19-3-18,16-0-19,9-0-20,14-5-21,9-1-22,9-1-23,16-1-24,7-1-25,4-1-26,13-0-27,2-0-28,11-2-29,7-0-30,2-0-31,1-1-32,30-1-33,14-1-34,10-1-35,3-0-36,3-0-37,6-0-38,12-0-39,2-0-40,44-2-41,1-1-42,8-0-43,2-0-44,13-1-45,6-2-46,8-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,1-0-64,,1-1-66,,
1972.03,613-62-,609-61-201,25-3-1,24-1-2,39-5-3,18-0-4,7-0-5,7-1-6,26-1-7,7-1-8,3-1-9,6-0-10,6-0-11,89-13-12,11-2-13,6-1-14,6-2-15,9-2-16,4-0-17,17-3-18,16-0-19,9-0-20,14-5-21,9-1-22,9-1-23,16-1-24,7-1-25,4-1-26,13-0-27,2-0-28,13-2-29,7-0-30,2-0-31,1-1-32,29-1-33,14-1-34,10-1-35,3-0-36,3-0-37,6-0-38,12-0-39,2-0-40,44-3-41,1-1-42,8-0-43,2-0-44,13-1-45,6-2-46,9-2-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,1-0-64,,1-1-66,,
1972.05,627-60-,624-59-201,25-2-1,25-1-2,42-5-3,18-1-4,8-0-5,7-1-6,26-2-7,6-1-8,4-0-9,6-0-10,6-0-11,90-13-12,11-2-13,7-0-14,6-2-15,9-2-16,4-0-17,20-3-18,17-0-19,9-0-20,14-5-21,9-1-22,10-1-23,15-1-24,8-1-25,4-1-26,14-1-27,2-0-28,14-2-29,7-0-30,2-0-31,1-1-32,32-1-33,14-1-34,10-1-35,3-0-36,3-0-37,6-0-38,12-0-39,2-0-40,46-1-41,1-1-42,8-1-43,2-0-44,13-1-45,5-2-46,9-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1972.07,594-61-,591-60-201,24-2-1,24-1-2,40-5-3,16-0-4,7-0-5,7-2-6,24-2-7,6-1-8,3-0-9,5-0-10,5-0-11,87-13-12,12-2-13,6-0-14,5-2-15,9-2-16,4-0-17,20-3-18,17-0-19,8-0-20,14-5-21,9-1-22,10-1-23,11-1-24,8-1-25,4-1-26,14-0-27,2-0-28,14-2-29,7-0-30,2-1-31,2-1-32,29-1-33,12-2-34,10-1-35,3-0-36,3-0-37,6-1-38,11-0-39,1-0-40,44-1-41,2-1-42,8-1-43,1-0-44,13-1-45,5-1-46,10-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1972.09,589-62-,586-61-201,25-2-1,24-1-2,40-5-3,16-0-4,7-0-5,7-2-6,23-3-7,6-1-8,3-0-9,5-0-10,5-0-11,84-14-12,12-2-13,6-0-14,5-2-15,9-2-16,4-0-17,22-3-18,16-0-19,8-0-20,14-5-21,9-1-22,10-1-23,11-1-24,8-1-25,4-1-26,14-1-27,2-0-28,14-2-29,7-0-30,2-1-31,2-1-32,28-1-33,12-1-34,10-1-35,3-0-36,3-0-37,6-1-38,11-0-39,1-0-40,43-1-41,2-1-42,8-1-43,1-0-44,13-0-45,5-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1972.11,577-62-,574-61-201,25-2-1,25-1-2,41-5-3,16-0-4,8-0-5,7-2-6,23-2-7,6-1-8,3-0-9,5-0-10,5-0-11,84-14-12,11-2-13,6-0-14,5-2-15,8-2-16,3-0-17,22-2-18,16-0-19,8-1-20,14-5-21,8-1-22,10-1-23,11-1-24,8-1-25,3-1-26,13-1-27,2-0-28,14-2-29,7-0-30,2-1-31,2-1-32,27-2-33,11-1-34,9-1-35,3-0-36,3-0-37,5-1-38,11-0-39,1-0-40,46-1-41,2-1-42,8-1-43,1-0-44,11-0-45,4-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.01,566-61-,563-60-201,26-2-1,25-1-2,41-5-3,16-0-4,8-0-5,7-2-6,24-2-7,5-1-8,3-0-9,6-0-10,5-0-11,82-13-12,11-2-13,6-0-14,5-2-15,8-1-16,3-0-17,19-2-18,16-0-19,7-1-20,14-4-21,8-1-22,10-1-23,11-1-24,8-1-25,3-1-26,12-1-27,2-1-28,14-2-29,6-0-30,2-1-31,2-1-32,26-2-33,9-1-34,9-1-35,3-0-36,3-0-37,5-1-38,11-0-39,1-0-40,43-2-41,2-1-42,8-1-43,1-0-44,11-0-45,4-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.03,616-62-,613-61-201,25-1-1,25-1-2,42-5-3,16-0-4,8-0-5,8-1-6,28-2-7,7-1-8,4-0-9,6-0-10,6-0-11,87-14-12,12-2-13,8-0-14,5-3-15,10-1-16,3-0-17,24-2-18,15-0-19,7-1-20,15-4-21,8-1-22,10-1-23,14-1-24,8-2-25,3-1-26,12-1-27,3-1-28,17-2-29,6-0-30,2-1-31,3-1-32,30-2-33,10-1-34,10-1-35,7-0-36,4-0-37,5-1-38,11-0-39,1-0-40,43-2-41,2-1-42,8-1-43,1-0-44,11-0-45,4-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.05,608-62-,605-61-201,23-1-1,24-1-2,41-5-3,17-0-4,8-0-5,7-1-6,28-3-7,7-1-8,5-0-9,6-0-10,6-0-11,86-14-12,12-2-13,8-0-14,5-3-15,10-1-16,2-0-17,23-2-18,15-0-19,7-1-20,14-4-21,7-0-22,9-1-23,14-0-24,7-2-25,3-1-26,12-1-27,3-1-28,18-3-29,6-0-30,2-1-31,3-1-32,31-2-33,11-1-34,10-1-35,7-0-36,4-0-37,5-1-38,11-0-39,1-0-40,44-2-41,2-1-42,8-1-43,0-0-44,11-0-45,4-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.07,596-63-,593-62-201,23-1-1,24-1-2,40-6-3,17-0-4,7-0-5,7-1-6,28-2-7,7-1-8,5-0-9,6-0-10,6-0-11,86-14-12,11-2-13,8-0-14,5-2-15,10-1-16,2-0-17,22-2-18,15-0-19,7-1-20,14-4-21,7-0-22,9-1-23,14-0-24,8-2-25,3-1-26,11-1-27,3-1-28,18-3-29,6-0-30,2-1-31,4-1-32,31-2-33,12-1-34,9-1-35,7-0-36,4-0-37,5-1-38,11-0-39,1-0-40,41-3-41,2-1-42,8-1-43,0-0-44,9-1-45,4-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.09,594-62-,591-61-201,25-1-1,23-1-2,40-6-3,18-1-4,7-0-5,7-1-6,29-2-7,7-1-8,5-0-9,6-0-10,6-0-11,85-14-12,11-2-13,9-0-14,5-2-15,10-1-16,2-0-17,21-2-18,15-0-19,5-1-20,13-4-21,6-0-22,9-1-23,15-0-24,8-2-25,3-1-26,10-1-27,3-1-28,18-3-29,6-0-30,2-1-31,4-1-32,32-2-33,12-1-34,9-1-35,7-0-36,4-0-37,5-1-38,11-0-39,1-0-40,39-2-41,2-1-42,8-1-43,1-0-44,9-0-45,4-1-46,11-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1973.11,581-62-,578-61-201,26-1-1,22-1-2,40-6-3,17-0-4,5-0-5,7-1-6,28-3-7,7-1-8,5-0-9,6-0-10,6-0-11,84-14-12,11-2-13,9-0-14,5-2-15,10-1-16,1-0-17,22-2-18,12-0-19,5-1-20,13-4-21,6-0-22,9-1-23,15-0-24,8-2-25,2-1-26,10-1-27,3-0-28,20-3-29,6-0-30,2-1-31,4-1-32,31-2-33,12-1-34,9-1-35,7-0-36,4-0-37,5-1-38,12-1-39,1-0-40,37-2-41,2-1-42,8-1-43,1-0-44,9-0-45,4-1-46,10-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.01,582-62-,579-61-201,25-1-1,22-1-2,40-6-3,17-1-4,5-0-5,7-1-6,28-3-7,7-1-8,5-0-9,6-0-10,6-0-11,83-16-12,11-2-13,10-0-14,6-2-15,10-1-16,0-0-17,23-1-18,12-0-19,5-1-20,13-3-21,6-0-22,10-1-23,15-0-24,9-2-25,2-1-26,11-1-27,3-0-28,20-3-29,6-0-30,2-1-31,4-1-32,30-2-33,12-1-34,9-1-35,6-0-36,4-0-37,5-0-38,11-1-39,2-0-40,37-2-41,2-1-42,8-1-43,1-0-44,9-0-45,4-1-46,10-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.03,624-62-,621-61-201,25-1-1,20-0-2,43-6-3,17-1-4,5-0-5,7-1-6,30-2-7,6-1-8,5-0-9,6-0-10,6-0-11,83-16-12,15-2-13,13-0-14,8-2-15,11-1-16,0-0-17,22-1-18,14-0-19,5-1-20,13-3-21,7-0-22,12-1-23,15-1-24,10-2-25,3-1-26,13-1-27,4-0-28,21-3-29,6-0-30,2-1-31,5-1-32,32-2-33,12-1-34,11-1-35,6-0-36,4-1-37,4-0-38,12-1-39,2-0-40,38-2-41,2-1-42,9-1-43,2-0-44,10-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.05,635-62-,632-61-201,25-1-1,20-0-2,42-7-3,16-1-4,5-0-5,7-1-6,31-3-7,6-1-8,5-0-9,6-0-10,6-0-11,85-13-12,15-2-13,13-0-14,8-2-15,11-2-16,0-0-17,23-1-18,15-0-19,5-1-20,14-3-21,7-0-22,12-1-23,16-2-24,11-2-25,3-1-26,14-1-27,4-0-28,21-3-29,5-0-30,2-1-31,5-1-32,31-1-33,12-1-34,11-1-35,6-0-36,4-0-37,4-1-38,13-1-39,2-0-40,40-2-41,2-1-42,9-1-43,2-0-44,10-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.07,620-62-,617-60-201,22-2-1,20-0-2,41-7-3,15-1-4,5-0-5,7-1-6,28-2-7,6-1-8,5-0-9,6-0-10,6-0-11,82-13-12,15-3-13,13-0-14,8-2-15,10-1-16,0-0-17,23-1-18,16-0-19,5-1-20,14-4-21,7-0-22,12-1-23,15-2-24,11-2-25,3-1-26,14-1-27,4-0-28,20-3-29,5-0-30,2-1-31,5-1-32,31-1-33,12-1-34,11-1-35,5-0-36,4-0-37,4-0-38,13-1-39,2-0-40,40-1-41,2-1-42,9-1-43,2-0-44,9-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-2-202,,0-0-49,,,1-1-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.09,623-62-,620-60-201,22-1-1,22-0-2,42-7-3,15-1-4,5-0-5,7-1-6,29-4-7,6-1-8,5-0-9,6-0-10,5-0-11,77-13-12,16-3-13,13-0-14,8-2-15,10-1-16,0-0-17,24-1-18,16-0-19,5-1-20,14-4-21,7-0-22,12-1-23,15-2-24,12-2-25,3-1-26,15-1-27,3-0-28,20-3-29,5-0-30,2-1-31,6-1-32,32-1-33,12-1-34,11-1-35,5-0-36,4-0-37,5-0-38,15-1-39,2-0-40,42-1-41,1-0-42,9-1-43,2-0-44,9-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-2-202,,0-0-49,,,1-1-52,,,,,,,,,,1-0-58,,,,,,0-0-64,,1-1-66,,
1974.11,606-62-,599-60-201,22-1-1,20-1-2,39-8-3,15-1-4,5-0-5,7-1-6,28-3-7,5-1-8,5-0-9,6-0-10,5-0-11,77-13-12,15-3-13,11-0-14,12-2-15,10-1-16,0-0-17,24-1-18,15-0-19,5-1-20,14-4-21,5-0-22,12-1-23,14-2-24,12-2-25,3-1-26,14-1-27,3-0-28,20-3-29,5-0-30,2-1-31,6-1-32,31-1-33,12-1-34,10-0-35,4-0-36,4-0-37,5-0-38,15-1-39,2-0-40,41-1-41,1-0-42,9-1-43,3-0-44,7-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-2-202,,0-0-49,,,1-1-52,,,,,,,,,,1-0-58,,,,,,0-0-64,4-0-65,1-1-66,,
1975.01,611-62-,604-61-201,23-1-1,21-0-2,38-9-3,15-1-4,5-0-5,7-1-6,28-3-7,4-1-8,5-0-9,6-0-10,5-0-11,76-14-12,16-3-13,12-0-14,12-2-15,9-1-16,0-0-17,24-1-18,17-0-19,5-1-20,14-4-21,5-0-22,12-1-23,14-2-24,14-2-25,3-1-26,14-1-27,3-0-28,19-3-29,5-0-30,2-1-31,6-1-32,32-1-33,11-0-34,11-0-35,4-0-36,4-0-37,5-1-38,15-1-39,2-0-40,43-1-41,1-0-42,9-1-43,3-0-44,7-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,4-0-65,1-1-66,,
1975.03,660-62-,652-61-201,25-1-1,22-1-2,39-9-3,14-1-4,4-0-5,7-1-6,28-3-7,4-1-8,6-0-9,6-0-10,5-0-11,82-13-12,17-3-13,12-0-14,13-2-15,10-1-16,0-0-17,31-1-18,17-0-19,5-1-20,12-3-21,5-0-22,14-1-23,14-2-24,17-2-25,3-1-26,12-1-27,3-0-28,23-3-29,4-0-30,3-1-31,9-1-32,34-1-33,10-1-34,13-0-35,5-0-36,4-0-37,6-1-38,14-1-39,2-0-40,48-1-41,1-0-42,10-1-43,3-0-44,8-0-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,5-0-65,1-1-66,,
1975.05,670-62-,662-61-201,23-0-1,22-2-2,38-10-3,13-1-4,4-0-5,7-1-6,29-3-7,4-1-8,6-0-9,6-0-10,5-0-11,86-11-12,18-3-13,13-0-14,12-2-15,10-1-16,0-0-17,31-1-18,17-0-19,5-1-20,12-3-21,6-0-22,15-1-23,14-2-24,17-2-25,3-1-26,12-1-27,3-0-28,23-3-29,4-0-30,3-1-31,11-1-32,34-2-33,11-0-34,13-0-35,5-1-36,4-0-37,7-1-38,15-1-39,2-0-40,48-1-41,1-0-42,9-1-43,2-0-44,8-0-45,5-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,5-0-65,1-1-66,,
1975.07,656-62-,648-61-201,23-0-1,21-1-2,38-11-3,14-1-4,4-0-5,6-1-6,29-3-7,4-1-8,6-0-9,6-0-10,5-0-11,83-11-12,17-3-13,13-0-14,12-2-15,10-1-16,0-0-17,32-1-18,16-0-19,5-1-20,11-3-21,6-0-22,15-1-23,15-2-24,17-2-25,3-1-26,12-0-27,3-0-28,24-3-29,4-0-30,3-1-31,11-1-32,33-2-33,10-0-34,13-1-35,4-1-36,2-0-37,7-1-38,15-1-39,2-0-40,46-0-41,1-0-42,9-1-43,2-0-44,7-1-45,5-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-1-202,,0-0-49,,,1-0-52,,,,,,,,,,1-0-58,,,,,,0-0-64,5-0-65,1-1-66,,
1975.09,652-62-,642-60-201,23-0-1,20-1-2,38-10-3,13-1-4,3-0-5,5-1-6,30-3-7,4-1-8,6-0-9,6-0-10,5-0-11,83-11-12,17-3-13,13-0-14,12-2-15,10-1-16,0-0-17,30-1-18,16-0-19,5-1-20,11-3-21,6-0-22,15-1-23,15-2-24,17-2-25,3-1-26,12-0-27,3-0-28,24-3-29,4-0-30,3-1-31,11-1-32,34-0-33,10-0-34,13-2-35,4-1-36,2-0-37,7-1-38,17-1-39,2-0-40,45-0-41,1-0-42,9-1-43,2-0-44,7-2-45,5-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-2-202,,0-0-49,,,1-1-52,,,,,,,,,,1-0-58,,,,,,0-0-64,6-0-65,2-1-66,,
1975.11,650-63-,639-61-201,24-1-1,17-1-2,38-9-3,12-1-4,2-0-5,5-1-6,30-3-7,4-1-8,6-0-9,6-0-10,6-0-11,82-12-12,18-3-13,13-0-14,12-2-15,10-1-16,0-0-17,30-1-18,16-0-19,5-1-20,11-4-21,6-0-22,15-2-23,15-2-24,17-2-25,3-1-26,12-0-27,3-0-28,24-3-29,4-0-30,3-1-31,11-1-32,33-0-33,9-0-34,13-1-35,4-1-36,2-0-37,8-1-38,17-1-39,2-0-40,45-0-41,1-0-42,9-1-43,2-0-44,7-1-45,5-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-2-202,,0-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,2-1-66,,
1976.01,644-62-,633-60-201,24-1-1,16-1-2,37-9-3,12-1-4,2-0-5,5-1-6,31-3-7,3-1-8,6-0-9,6-0-10,6-0-11,79-12-12,18-3-13,13-0-14,12-1-15,11-1-16,0-0-17,31-1-18,15-0-19,5-1-20,10-3-21,6-0-22,16-2-23,15-2-24,18-2-25,3-1-26,12-1-27,3-0-28,24-3-29,4-0-30,3-1-31,11-1-32,32-0-33,9-0-34,13-1-35,4-1-36,2-0-37,8-1-38,17-1-39,2-0-40,45-0-41,1-0-42,9-1-43,2-0-44,7-1-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-2-202,,0-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,2-1-66,,
1976.03,699-62-,687-60-201,25-1-1,17-1-2,41-9-3,16-1-4,5-0-5,5-1-6,36-3-7,4-1-8,7-0-9,6-0-10,6-0-11,85-12-12,19-3-13,16-0-14,13-1-15,11-1-16,0-0-17,35-1-18,17-0-19,5-1-20,8-2-21,7-0-22,17-2-23,13-2-24,18-2-25,4-1-26,11-0-27,4-0-28,25-3-29,6-0-30,5-1-31,15-1-32,32-0-33,11-0-34,13-2-35,4-1-36,2-1-37,11-1-38,17-1-39,2-0-40,49-0-41,1-0-42,10-1-43,4-0-44,7-1-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-2-202,,1-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,2-1-66,,
1976.05,685-62-,673-61-201,24-1-1,17-1-2,39-8-3,16-1-4,5-0-5,5-1-6,35-4-7,3-1-8,6-1-9,6-0-10,6-0-11,81-11-12,19-3-13,15-0-14,13-2-15,11-1-16,0-0-17,33-1-18,18-0-19,5-1-20,8-1-21,7-0-22,17-2-23,14-2-24,18-2-25,4-1-26,11-0-27,4-0-28,23-3-29,6-0-30,5-1-31,14-1-32,37-0-33,11-0-34,13-1-35,4-1-36,1-1-37,11-1-38,16-1-39,2-0-40,49-1-41,1-0-42,10-1-43,4-0-44,7-2-45,4-1-46,13-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-1-202,,1-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,2-1-66,,
1976.07,670-62-,656-61-201,24-1-1,17-1-2,39-7-3,16-1-4,5-0-5,5-1-6,34-4-7,3-1-8,6-1-9,4-0-10,6-0-11,76-11-12,19-3-13,15-0-14,13-2-15,11-1-16,0-0-17,32-1-18,15-0-19,4-1-20,8-1-21,6-0-22,16-2-23,13-2-24,18-2-25,4-1-26,10-1-27,4-0-28,23-3-29,6-0-30,5-1-31,14-1-32,36-0-33,10-0-34,13-2-35,4-1-36,1-0-37,11-1-38,16-1-39,2-0-40,48-1-41,1-0-42,10-1-43,4-0-44,7-2-45,4-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-1-202,,1-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,4-1-66,,
1976.09,663-62-,649-61-201,25-1-1,17-1-2,41-7-3,14-2-4,5-0-5,5-1-6,34-3-7,3-1-8,6-1-9,4-0-10,6-0-11,76-11-12,19-3-13,15-0-14,13-2-15,9-1-16,0-0-17,32-1-18,17-0-19,4-1-20,8-1-21,6-0-22,16-2-23,13-2-24,17-2-25,4-1-26,9-1-27,4-0-28,23-3-29,5-0-30,5-1-31,13-0-32,34-0-33,10-0-34,12-2-35,4-1-36,1-0-37,10-1-38,16-1-39,3-0-40,47-1-41,2-0-42,10-1-43,3-0-44,7-3-45,4-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-1-202,,1-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,0-0-64,6-0-65,4-1-66,,
1976.11,643-62-,635-61-201,24-1-1,17-2-2,41-7-3,13-2-4,6-0-5,4-0-6,33-2-7,3-1-8,6-1-9,4-1-10,6-0-11,72-10-12,19-3-13,15-0-14,13-2-15,9-1-16,0-0-17,31-1-18,16-0-19,4-1-20,8-2-21,5-0-22,16-2-23,13-2-24,18-2-25,4-1-26,9-1-27,4-0-28,23-3-29,5-0-30,5-1-31,12-0-32,33-0-33,10-0-34,11-1-35,4-1-36,1-1-37,10-1-38,16-1-39,3-0-40,47-1-41,2-0-42,9-2-43,3-0-44,7-2-45,3-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-1-202,,1-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1977.01,627-62-,619-61-201,22-1-1,16-2-2,42-7-3,13-2-4,6-0-5,4-0-6,31-3-7,2-1-8,6-1-9,4-1-10,6-0-11,70-11-12,18-3-13,14-0-14,13-2-15,9-1-16,0-0-17,31-1-18,16-0-19,4-1-20,8-2-21,5-0-22,16-2-23,13-2-24,18-2-25,4-1-26,9-1-27,4-0-28,23-3-29,5-0-30,5-1-31,10-0-32,34-0-33,10-0-34,10-1-35,4-1-36,1-0-37,10-1-38,15-1-39,3-0-40,46-1-41,2-0-42,8-1-43,3-0-44,7-2-45,3-1-46,12-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-1-202,,1-0-49,,,1-0-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
1977.03,682-62-,673-60-201,26-1-1,16-2-2,46-7-3,15-2-4,6-0-5,4-0-6,33-3-7,3-0-8,7-1-9,8-1-10,9-0-11,75-11-12,17-3-13,14-0-14,12-3-15,11-1-16,0-0-17,35-0-18,17-0-19,5-1-20,9-2-21,6-0-22,17-2-23,13-2-24,18-2-25,5-1-26,8-0-27,4-0-28,22-3-29,6-0-30,5-1-31,11-0-32,39-0-33,12-0-34,11-2-35,4-1-36,1-0-37,11-1-38,16-1-39,4-0-40,53-1-41,3-0-42,7-1-43,4-0-44,7-2-45,2-1-46,14-1-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-2-202,,2-0-49,,,1-1-52,,,,,,,,,,2-0-58,,,,,,0-0-64,0-0-65,4-1-66,,
