Basho,Overall,Arashio,Asahiyama,Asakayama,Dewanoumi,Fujishima,Futagoyama,Hakkaku,Hanaregoma,Irumagawa,Isegahama,Isenoumi,Kasugano,Kataonami,Kise,Kokonoe,Michinoku,Minato,Miyagino,Musashigawa,Naruto,Nishiiwa,Nishikido,Nishonoseki,Oitekaze,Onoe,Onomatsu,Oshima,Oshiogawa,Otake,Sadogatake,Sakaigawa,Shibatayama,Shikihide,Shikoroyama,Tagonoura,Takadagawa,Takasago,Takekuma,Tamanoi,Tatsunami,Tokitsukaze,Tokiwayama,Yamahibiki
1888.01,48-48----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-7-M1 Takasago--84-,,,,,,
1888.05,50-50----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-M1 Takasago--84-,,,,,,
1889.01,48-48----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-10-M1 Takasago--84-,,,,,,
1889.05,50-50----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-M1 Takasago--84-,,,,,,
1890.01,51-51----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-M1 Takasago--84-,,,,,,
1890.05,51-51----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-M1 Takasago--84-,,,,,,
1891.01,49-49----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-M1 Takasago--84-,,,,,,
1891.05,58-58----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-10-M1 Takasago--84-,,,,,,
1892.01,50-50----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-10-M1 Takasago--84-,,,,,,
1892.06,52-51----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,12-12-M1 Takasago--84-,,,,,,
1893.01,52-52----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-10-M1 Takasago--84-,,,,,,
1893.05,56-56----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,12-12-M1 Takasago--84-,,,,,,
1894.01,55-55----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-M1 Takasago--84-,,,,,,
1894.05,59-59----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,14-14-M1 Takasago--84-,,,,,,
1895.01,58-57----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,14-14-M1 Takasago--84-,,,,,,
1895.06,58-58----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,14-14-M1 Takasago--84-,,,,,,
1896.01,56-56----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,15-15-M1 Takasago--84-,,,,,,
1896.05,58-58----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,15-15-M1 Takasago--84-,,,,,,
1897.01,55-54----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,16-16-M1 Takasago--84-,,,,,,
1897.05,55-55----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,16-16-M1 Takasago--84-,,,,,,
1898.01,59-57----,,,,,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,16-15-M1 Takasago--84-,,,,,,
1898.05,60-60----,,,,1-1-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,15-15-M1 Takasago--84-,,,,,,
1899.01,59-59----,,,,1-1-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,17-17-M1 Takasago--84-,,,,,,
1899.05,59-59----,,,,1-1-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,17-17-M1 Takasago--84-,,,,,,
1900.01,62-61----,,,,2-2-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,15-15-M1 Takasago--84-,,,,,,
1900.05,59-59----,,,,2-2-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,14-14-S Takamiyama-HT-84-,,,,,,
1901.01,58-58----,,,,2-2-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,13-13-S Takamiyama--84-,,,,,,
1901.05,58-57----,,,,2-2-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,12-12-S Takamiyama--84-,,,,,,
1902.01,57-56----,,,,1-1-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-11-S Takamiyama--84-,,,,,,
1902.05,59-59----,,,,1-1-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1903.01,59-59----,,,,3-3-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1903.05,61-58----,,,,3-3-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-8-S Takamiyama--84-,,,,,,
1904.01,57-57----,,,,3-3-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1904.05,56-56----,,,,2-2-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-8-S Takamiyama--84-,,,,,,
1905.01,52-52----,,,,3-3-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1905.05,55-54----,,,,6-6-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-8-S Takamiyama--84-,,,,,,
1906.01,54-53----,,,,7-6-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-8-S Takamiyama--84-,,,,,,
1906.05,57-57----,,,,6-6-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1907.01,60-59----,,,,7-6-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1907.05,61-61----,,,,7-7-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1908.01,65-62----,,,,8-8-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-S Takamiyama--84-,,,,,,
1908.05,63-63----,,,,8-8-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-7-S Takamiyama--84-,,,,,,
1909.01,64-62----,,,,10-9-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-7-S Takamiyama--84-,,,,,,
1909.06,84-62----,,,,12-9-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-6-S Takamiyama--84-,,,,,,
1910.01,87-63----,,,,15-9-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-6-S Takamiyama--84-,,,,,,
1910.06,91-65----,,,,16-11-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-7-S Takamiyama--84-,,,,,,
1911.02,96-66----,,,,16-12-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-7-S Takamiyama--84-,,,,,,
1911.06,95-69----,,,,17-12-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-6-S Takamiyama--84-,,,,,,
1912.01,110-79----,,,,18-12-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-6-S Takamiyama--84-,,,,,,
1912.05,113-79----,,,,17-12-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-6-S Takamiyama--84-,,,,,,
1913.01,112-79----,,,,19-15-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-6-S Takamiyama--84-,,,,,,
1913.05,121-78----,,,,19-14-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-6-S Takamiyama--84-,,,,,,
1914.01,119-78----,,,,21-17-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-5-S Takamiyama--84-,,,,,,
1914.05,116-78----,,,,24-17-M1 Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-4-S Takamiyama--84-,,,,,,
1915.01,123-77----,,,,24-16-Y Hitachiyama-HT-9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-3-O Asashio-HT-84-,,,,,,
1915.06,111-76----,,,,23-17-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-2-O Asashio--84-,,,,,,
1916.01,120-74----,,,,26-16-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-2-O Asashio--84-,,,2-0-K Midorishima--94-,,,
1916.05,122-76----,,,,24-17-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-2-O Asashio--84-,,,2-0-K Midorishima--94-,,,
1917.01,122-76----,,,,24-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-2-O Asashio--84-,,,3-0-K Midorishima--94-,,,
1917.05,128-76----,,,,28-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-2-O Asashio--84-,,,2-0-K Midorishima--94-,,,
1918.01,124-78----,,,,27-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-2-O Asashio--84-,,,2-0-K Midorishima--94-,,,
1918.05,127-76----,,,,27-17-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-5-O Asashio--84-,,,2-0-K Midorishima--94-,,,
1919.01,127-76----,,,,30-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-7-O Asashio--84-,,,4-0-K Midorishima--94-,,,
1919.05,126-76----,,,,31-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,11-9-O Asashio--84-,,,4-0-K Midorishima--94-,,,
1920.01,126-74----,,,,33-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-8-O Asashio--84-,,,4-0-K Midorishima--94-,,,
1920.05,130-73----,,,,32-18-Y Hitachiyama--9-,,,,,,,,1-0-Gyoji Kimura Soshiro--31-,,,,,,,,,,,,,,,,,,,,,,,,,11-8-O Asashio--84-,,,5-0-K Midorishima--94-,,,
1921.01,131-74----,,,,37-20-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-8-O Asashio--84-,,,5-1-K Midorishima--94-,,,
1921.05,124-74----,,,,35-18-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-8-O Asashio--84-,,,5-1-K Midorishima--94-,,,
1922.01,128-73----,,,,35-20-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-7-O Asashio--84-,,,6-1-K Midorishima--94-,,,
1922.05,116-72----,,,,34-19-Y Hitachiyama--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-7-O Asashio--84-,,,5-0-K Midorishima--94-,,,
1923.01,123-72----,,,,37-22-K Ryogoku-HT-9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,10-7-O Asashio--84-,,,5-0-K Midorishima--94-,,,
1923.05,122-70----,,,,34-21-K Ryogoku--9-,,,,,,,,1-0-Gyoji Kimura Soshiro--31-,,,,,,,,,,,,,,,,,,,,,,,,,10-8-O Asashio--84-,,,6-1-K Midorishima--94-,,,
1924.01,115-74----,,,,33-19-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-8-O Asashio--84-,,,7-3-K Midorishima--94-,,,
1924.05,113-72----,,,,31-18-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,9-9-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1925.01,118-74----,,,,33-20-K Ryogoku--9-,,,,,,,,1-0-Gyoji Kimura Soshiro--31-,,,,,,,,,,,,,,,,,,,,,,,,,9-9-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1925.05,113-74----,,,,32-19-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-8-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1926.01,116-74----,,,,36-19-K Ryogoku--9-,,,,,,,,1-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-8-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1926.05,100-60----,,,,35-17-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,8-8-O Asashio--84-,,,7-6-K Midorishima--94-,,,
1927.01,108-66----,,,,31-15-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-6-O Asashio--84-,,,8-5-K Midorishima--94-,,,
1927.03,103-66----,,,,31-15-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-6-O Asashio--84-,,,9-5-K Midorishima--94-,,,
1927.05,98-66----,,,,29-17-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-6-O Asashio--84-,,,9-5-K Midorishima--94-,,,
1927.10,101-66----,,,,31-15-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-6-O Asashio--84-,,,8-6-K Midorishima--94-,,,
1928.01,100-65----,,,,34-19-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-4-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1928.03,95-63----,,,,33-19-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,6-5-O Asashio--84-,,,8-6-K Midorishima--94-,,,
1928.05,95-64----,,,,32-19-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,7-4-O Asashio--84-,,,8-4-K Midorishima--94-,,,
1928.10,87-65----,,,,30-19-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-4-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1929.01,90-64----,,,,31-24-K Ryogoku--9-,,,,,,,,2-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-5-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1929.03,88-64----,,,,31-24-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-5-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1929.05,83-62----,,,,30-22-K Ryogoku--9-,,,,,,,,2-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-5-O Asashio--84-,,,6-5-K Midorishima--94-,,,
1929.09,81-62----,,,,32-22-K Ryogoku--9-,,,,,,,,1-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-5-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1930.01,86-62----,,,,35-26-K Ryogoku--9-,,,,,,,,2-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-3-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1930.03,86-62----,,,,35-26-K Ryogoku--9-,,,,,,,,2-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-3-O Asashio--84-,,,8-5-K Midorishima--94-,,,
1930.05,89-62----,,,,39-28-K Ryogoku--9-,,,,,,,,2-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-3-O Asashio--84-,,,8-5-K Midorishima--94-,,,
1930.10,85-62----,,,,37-28-K Ryogoku--9-,,,,,,,,-----,,,,,,,,,,,,,,,,,,,,,,,,,6-3-O Asashio--84-,,,7-5-K Midorishima--94-,,,
1931.01,83-62----,,,,37-30-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-4-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1931.03,85-62----,,,,39-30-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-4-O Asashio--84-,,,6-4-K Midorishima--94-,,,
1931.05,83-62----,,,,35-27-K Ryogoku--9-,,,,,,,,2-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,6-4-O Asashio--84-,,,7-6-K Midorishima--94-,,,
1931.10,83-62----,,,,32-27-K Ryogoku--9-,,,,,,,,1-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,6-4-O Asashio--84-,,,6-6-K Midorishima--94-,,,
1932.01,72-62----,,,,32-27-K Ryogoku--9-,,,,,,,,2-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-4-O Asashio--84-,,,6-6-K Midorishima--94-,,,
1932.02,90-40----,,,,30-9-K Ryogoku--9-,,,,,,,,1-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-2-O Asashio--84-,,,7-6-K Midorishima--94-,,,
1932.03,86-40----,,,,28-9-K Ryogoku--9-,,,,,,,,2-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-2-O Asashio--84-,,,7-6-K Midorishima--94-,,,
1932.05,94-45----,,,,30-8-K Ryogoku--9-,,,,,,,,3-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-2-O Asashio--84-,,,8-6-K Midorishima--94-,,,
1932.10,89-45----,,,,29-8-K Ryogoku--9-,,,,,,,,1-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-2-O Asashio--84-,,,7-6-K Midorishima--94-,,,
1933.01,97-67----,,,,29-20-K Ryogoku--9-,,,,,,,,2-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-4-O Asashio--84-,,,8-6-K Midorishima--94-,,,
1933.05,89-67----,,,,28-20-K Ryogoku--9-,,,,,,,,2-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-4-O Asashio--84-,,,6-5-K Midorishima--94-,,,
1934.01,89-65----,,,,26-19-K Ryogoku--9-,,,,,,,,5-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,5-5-O Asashio--84-,,,5-3-K Midorishima--94-,,,
1934.05,303-66----,,,,38-21-K Ryogoku--9-,,,,,,,,10-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,7-4-O Asashio--84-,,,10-4-K Midorishima--94-,,,
1935.01,294-66----,,,,38-20-K Ryogoku--9-,,,,,,,,9-0-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-4-O Asashio--84-,,,9-3-K Midorishima--94-,,,
1935.05,301-66----,,,,37-20-K Ryogoku--9-,,,,,,,,10-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,8-3-O Asashio--84-,,,12-3-K Midorishima--94-,,,
1936.01,311-70----,,,,36-20-K Ryogoku--9-,,,,,,,,10-1-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,9-4-O Asashio--84-,,,14-3-K Midorishima--94-,,,
1936.05,336-70----,,,,35-17-K Ryogoku--9-,,,,,,,,10-2-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,9-4-O Asashio--84-,,,14-4-K Midorishima--94-,,,
1937.01,364-70----,,,,38-18-K Ryogoku--9-,,,,,,,,11-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,11-4-O Asashio--84-,,,15-6-K Midorishima--94-,,,
1937.05,412-72----,,,,39-18-K Ryogoku--9-,,,,,,,,11-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,13-4-O Asashio--84-,,,16-6-K Midorishima--94-,,,
1938.01,460-77----,,,,42-21-K Ryogoku--9-,,,,,,,,10-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,14-4-O Asashio--84-,,,18-6-K Midorishima--94-,,,
1938.05,509-76----,,,,45-23-K Ryogoku--9-,,,,,,,,10-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,16-5-O Asashio--84-,,,20-7-K Midorishima--94-,,,
1939.01,557-75----,,,,44-23-K Ryogoku--9-,,,,,,,,11-4-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,18-3-O Asashio--84-,,,20-7-K Midorishima--94-,,,
1939.05,599-78----,,,,45-25-K Ryogoku--9-,,,,,,,,11-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,18-2-O Asashio--84-,,,19-6-K Midorishima--94-,,,
1940.01,634-81----,,,,46-26-K Ryogoku--9-,,,,,,,,11-4-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,19-2-O Asashio--84-,,,22-8-K Midorishima--94-,,,
1940.05,681-82----,,,,49-27-K Ryogoku--9-,,,,,,,,13-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,21-1-O Asashio--84-,,,24-9-K Midorishima--94-,,,
1941.01,635-83----,,,,50-27-K Ryogoku--9-,,,,,,,,11-4-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,22-2-O Asashio--84-,,,26-8-K Midorishima--94-,,,
1941.05,644-85----,,,,50-27-K Ryogoku--9-,,,,,,,,11-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-3-O Asashio--84-,,,28-8-K Midorishima--94-,,,
1942.01,623-85----,,,,51-28-K Ryogoku--9-,,,,,,,,11-3-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-3-Y Maedayama-HT-84-,,,24-6-K Midorishima--94-,15-2-Y Futabayama-HB-109-Futabayama Dojo,,
1942.05,623-82----,,,,51-27-K Ryogoku--9-,,,,,,,,11-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,24-3-Y Maedayama--84-,,,23-6-K Midorishima--94-,15-1-Y Futabayama--109-Futabayama Dojo,,
1943.01,604-78----,,,,49-25-K Ryogoku--9-,,,,,,,,11-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,24-3-Y Maedayama--84-,,,22-5-K Midorishima--94-,15-1-Y Futabayama--109-Futabayama Dojo,,
1943.05,577-80----,,,,47-27-K Ryogoku--9-,,,,,,,,11-6-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,25-3-Y Maedayama--84-,,,22-5-K Midorishima--94-,19-3-Y Futabayama--109-Futabayama Dojo,,
1944.01,540-80----,,,,46-21-K Ryogoku--9-,,,,,,,,11-6-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,25-6-Y Maedayama--84-,,,22-6-K Midorishima--94-,20-3-Y Futabayama--109-Futabayama Dojo,,
1944.05,494-82----,,,,42-20-K Ryogoku--9-,,,,,,,,12-7-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-6-Y Maedayama--84-,,,22-7-K Midorishima--94-,20-4-Y Futabayama--109-Futabayama Dojo,,
1944.11,470-83----,,,,42-19-K Ryogoku--9-,,,,,,,,12-6-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-7-Y Maedayama--84-,,,22-8-K Midorishima--94-,25-8-Y Futabayama--109-Futabayama Dojo,,
1945.06,391-82----,,,,35-18-K Ryogoku--9-,,,,,,,,12-6-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-9-Y Maedayama--84-,,,21-7-K Midorishima--94-,25-8-Y Futabayama--109-Futabayama Dojo,,
1945.11,319-83----,,,,31-15-K Ryogoku--9-,,,,,,,,12-7-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,22-9-Y Maedayama--84-,,,19-9-K Midorishima--94-,25-9-Y Futabayama--109-Futabayama Dojo,,
1946.11,313-78----,,,,26-12-K Ryogoku--9-,,,,,,,,11-6-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,22-11-Y Maedayama--84-,,,21-9-K Midorishima--94-,30-7-Y Futabayama--97-,,
1947.06,301-81----,,,,27-13-K Ryogoku--9-,,,,,,,,9-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,21-8-Y Maedayama--84-,,,25-10-K Midorishima--94-,32-7-Y Futabayama--97-,,
1947.11,286-81----,,,,27-15-K Ryogoku--9-,,,,,,,,9-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-9-Y Maedayama--84-,,,24-8-K Midorishima--94-,26-6-Y Futabayama--97-,,
1948.05,285-83----,,,,29-14-K Ryogoku--9-,,,,,,,,8-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-9-Y Maedayama--84-,,,26-12-K Midorishima--94-,25-6-Y Futabayama--97-,,
1948.10,290-83----,,,,29-15-K Ryogoku--9-,,,,,,,,8-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,24-9-Y Maedayama--84-,,,27-12-K Midorishima--94-,25-6-Y Futabayama--97-,,
1949.01,286-83----,,,,29-14-Y Tsunenohana-HT-9-,,,,,,,,8-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,23-9-Y Maedayama--84-,,,27-11-K Midorishima--94-,25-7-Y Futabayama--97-,,
1949.05,292-85----,,,,29-16-Y Tsunenohana--9-,,,,,,,5-0-M1 Kashiwado-HB-25-,8-5-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,26-7-Y Maedayama--84-,,,26-13-K Midorishima--94-,27-8-Y Futabayama--97-,,
1949.10,280-83----,,,,31-15-Y Tsunenohana--9-,,,,,,,5-0-M1 Kashiwado--25-,8-4-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,24-6-Y Maedayama--84-,,,24-11-K Midorishima--94-,29-9-Y Futabayama--97-,,
1950.01,287-83----,,,,33-16-Y Tsunenohana--9-,,,,,,,7-0-M1 Kashiwado--25-,8-4-Y Tochigiyama--31-,,,,,,,,,,,,,,,,,,,,,,,,,24-4-Y Maedayama--84-,,,25-12-K Midorishima--94-,30-8-Y Futabayama--97-,,
